host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy
0,1,Charlestown,42.37867758,-71.0633834,House,Entire home/apt,3,1,1,2,Real Bed,12,3,0,2,60,327,97,flexible
1,1,Charlestown,42.37963303,-71.06191588,Condominium,Private room,1,1,1,1,Real Bed,22,1,0,32,73,963,95,moderate
1,1,Charlestown,42.38390708,-71.07878596,Apartment,Private room,2,1,1,1,Real Bed,10,1,25,1,5,21,96,flexible
0,1,Charlestown,42.38214292,-71.08064408,Apartment,Private room,2,1.5,1,1,Real Bed,17,1,10,14,1,0,40,flexible
0,1,Charlestown,42.37475773,-71.05941798,Apartment,Private room,2,1,1,1,Real Bed,9,1,0,4,47,690,95,moderate
0,1,West End,42.3642835,-71.06535459,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict
0,1,West End,42.3660401,-71.06971035,Apartment,Private room,2,1,1,1,Real Bed,1,1,0,2,2,3,90,strict
0,1,West End,42.36542677,-71.06773018,Condominium,Private room,2,1,1,2,Real Bed,20,1,10,2,31,186,94,moderate
0,1,West End,42.3627073,-71.06547333,Apartment,Entire home/apt,5,2,2,3,Real Bed,23,1,0,2,2,77,90,strict
0,0,West End,42.36319668,-71.06810432,Apartment,Private room,1,1,1,1,Real Bed,20,1,58,3,8,258,91,strict
0,0,West End,42.36129982,-71.0716176,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,0,0,,flexible
0,0,West End,42.361232,-71.07050792,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,10,2,18,556,95,strict
0,0,West End,42.36512257,-71.06859844,Apartment,Entire home/apt,4,1,1,1,Real Bed,25,1,0,1,0,0,,flexible
0,1,West End,42.36184586,-71.06834786,Apartment,Private room,1,1,1,1,Real Bed,17,1,0,2,1,0,100,strict
0,0,Beacon Hill,42.35866925,-71.06331527,Apartment,Entire home/apt,3,1,1,1,Real Bed,10,0,0,6,11,1250,93,strict
0,1,Beacon Hill,42.36038188,-71.06780658,Apartment,Entire home/apt,4,1,2,2,Real Bed,12,1,0,15,2,30,100,strict
0,0,Beacon Hill,42.35998238,-71.06812794,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,0,2,1,0,100,flexible
0,1,Beacon Hill,42.36082995,-71.06417988,Apartment,Private room,2,2,1,1,Real Bed,3,1,5,2,38,509,82,strict
0,0,Beacon Hill,42.3583922,-71.06437784,Apartment,Entire home/apt,2,1,0,2,Real Bed,19,2,25,1,36,264,78,strict
0,1,Beacon Hill,42.35766203,-71.0706934,Apartment,Private room,2,1,1,1,Real Bed,8,1,35,1,11,433,91,flexible
0,1,Beacon Hill,42.3589034,-71.07009065,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,2,20,2,20,104,91,strict
0,1,Beacon Hill,42.36080165,-71.06450368,Apartment,Private room,1,1,1,1,Real Bed,8,1,0,2,31,552,89,strict
0,0,Beacon Hill,42.36046972,-71.06954017,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,1,2,2,90,flexible
0,1,Beacon Hill,42.36090969,-71.06510424,Apartment,Private room,1,1,1,1,Real Bed,0,1,25,3,13,518,72,strict
0,0,Beacon Hill,42.35833271,-71.06717657,Apartment,Entire home/apt,2,1,1,2,Real Bed,9,1,0,1,2,20,100,flexible
0,1,Beacon Hill,42.35847193,-71.06826281,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,2,7,89,94,strict
0,1,Beacon Hill,42.35958022,-71.06396674,Apartment,Entire home/apt,2,1,0,1,Real Bed,9,1,0,7,2,11,100,strict
0,1,Beacon Hill,42.36078945,-71.06710894,Apartment,Entire home/apt,2,1,2,2,Real Bed,14,1,0,30,13,542,90,strict
0,0,Beacon Hill,42.36085747,-71.0659436,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,1,0,2,9,226,96,flexible
0,1,Beacon Hill,42.36105124,-71.0667853,Apartment,Private room,1,1,1,1,Real Bed,6,1,0,1,17,353,88,strict
0,1,Beacon Hill,42.35736755,-71.06513533,Apartment,Private room,1,1,1,1,Airbed,13,1,25,1,1,0,100,strict
1,1,Beacon Hill,42.35789243,-71.06962757,Apartment,Private room,2,1,1,1,Real Bed,15,1,0,1,23,306,98,strict
1,1,Beacon Hill,42.35870558,-71.06734735,Apartment,Entire home/apt,2,1,1,1,Real Bed,8,1,0,2,35,437,97,moderate
0,0,Beacon Hill,42.36059822,-71.06801531,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,33,297,93,flexible
0,1,Beacon Hill,42.35830031,-71.07186924,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,2,10,76,98,flexible
0,1,Beacon Hill,42.35850496,-71.06405169,Apartment,Shared room,2,1,1,1,Pull-out Sofa,18,1,20,2,68,336,98,moderate
1,1,Beacon Hill,42.36020415,-71.06839984,Apartment,Shared room,1,1,1,1,Pull-out Sofa,18,1,50,2,41,855,95,strict
0,0,Beacon Hill,42.35964127,-71.06552063,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,1,0,1,1,0,,flexible
0,1,Beacon Hill,42.35877797,-71.07011902,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,0,2,6,68,96,strict
0,0,Beacon Hill,42.35924866,-71.06555837,Condominium,Entire home/apt,2,1,1,1,Real Bed,11,0,0,14,2,215,100,strict
0,1,Beacon Hill,42.36060324,-71.06692982,Apartment,Private room,1,1,1,1,Real Bed,14,1,0,1,1,0,100,flexible
0,1,Beacon Hill,42.35934474,-71.06291668,Apartment,Entire home/apt,2,1,0,1,Real Bed,9,1,0,7,2,180,90,strict
0,0,Beacon Hill,42.35761812,-71.06772096,Apartment,Entire home/apt,3,1,1,2,Real Bed,18,2,50,1,4,141,80,strict
0,1,Beacon Hill,42.35822852,-71.0698573,Apartment,Private room,2,1,1,1,Real Bed,11,1,20,2,29,352,92,strict
0,1,Beacon Hill,42.36108738,-71.06531976,Apartment,Entire home/apt,2,1,0,2,Real Bed,18,1,0,1,121,431,71,flexible
0,0,Beacon Hill,42.35936905,-71.0711618,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,1,0,5,6,226,100,moderate
0,1,Beacon Hill,42.36087345,-71.06667207,Apartment,Entire home/apt,3,1,0,2,Real Bed,12,1,0,1,242,855,80,flexible
0,1,Beacon Hill,42.35916566,-71.06785397,Apartment,Private room,1,0,1,1,Real Bed,11,1,0,3,17,298,95,flexible
0,0,Beacon Hill,42.35988917,-71.06763874,Apartment,Private room,3,1,1,1,Real Bed,17,1,20,1,0,0,,moderate
0,1,Beacon Hill,42.35987844,-71.07121097,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,30,0,0,,flexible
0,1,Beacon Hill,42.36056405,-71.06531415,Apartment,Private room,1,2,1,1,Real Bed,8,1,0,3,23,520,91,strict
1,0,Beacon Hill,42.36013879,-71.064072,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,0,0,2,37,82,96,moderate
0,1,Beacon Hill,42.35946466,-71.0710648,Apartment,Entire home/apt,2,1,0,1,Real Bed,6,1,0,2,5,385,96,strict
0,1,Beacon Hill,42.36002601,-71.06484687,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,2,25,3,6,347,97,strict
0,1,Beacon Hill,42.35668074,-71.07155808,Apartment,Private room,2,1,1,1,Real Bed,12,1,20,2,33,345,90,strict
0,1,Beacon Hill,42.36077606,-71.06445564,Apartment,Entire home/apt,1,1,1,1,Real Bed,19,0,0,1,28,343,99,moderate
0,1,Beacon Hill,42.35998942,-71.06969178,Apartment,Shared room,4,1,1,2,Real Bed,12,2,49,3,1,0,100,moderate
0,0,Beacon Hill,42.35709462,-71.06919153,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,1,0,2,1,0,100,strict
0,1,Beacon Hill,42.3610648,-71.06636743,Apartment,Entire home/apt,6,1,2,3,Real Bed,13,1,0,4,19,806,89,moderate
0,1,Beacon Hill,42.36107942,-71.06562534,Apartment,Entire home/apt,2,1,0,2,Real Bed,11,1,0,1,174,661,75,flexible
0,1,Beacon Hill,42.35933061,-71.0659257,Apartment,Private room,2,1,1,1,Real Bed,14,2,45,2,91,785,95,moderate
0,1,Downtown,42.35187963,-71.06418053,Apartment,Entire home/apt,3,1,0,1,Real Bed,6,1,15,1,74,806,80,moderate
0,1,Downtown,42.35197725,-71.06272741,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,1,0,1,0,0,,flexible
0,1,Downtown,42.35970675,-71.05528418,Apartment,Private room,8,1,1,2,Real Bed,11,1,50,1,4,84,80,strict
0,1,Downtown,42.36042354,-71.06149584,Apartment,Private room,2,1,1,1,Real Bed,0,1,0,1,0,0,,flexible
0,1,Downtown,42.36574064,-71.05984696,Apartment,Entire home/apt,5,2,2,2,Real Bed,20,1,0,2,0,0,,strict
0,1,Downtown,42.35177642,-71.06368057,Apartment,Entire home/apt,3,1,1,1,Real Bed,5,1,15,1,52,578,77,moderate
0,1,Downtown,42.35844291,-71.06274136,Condominium,Entire home/apt,4,1,1,2,Real Bed,16,1,10,3,14,139,94,strict
0,0,Downtown,42.35858382,-71.0526974,Villa,Private room,4,1,1,1,Real Bed,4,1,0,1,0,0,,flexible
0,1,Downtown,42.35077428,-71.06409216,Apartment,Private room,3,1.5,1,2,Real Bed,12,1,30,1,5,14,76,flexible
0,1,Downtown,42.35078494,-71.05601805,Loft,Private room,3,1,1,1,Real Bed,13,1,0,1,2,4,100,flexible
0,0,Downtown,42.3653412,-71.06101106,Apartment,Entire home/apt,5,1,1,1,Real Bed,26,1,20,1,18,69,95,strict
0,1,Downtown,42.3668164,-71.06458525,Apartment,Private room,1,1,1,1,Real Bed,14,1,0,3,9,887,91,strict
0,1,Downtown,42.36669453,-71.06633635,Apartment,Shared room,2,1,1,2,Airbed,15,1,10,2,12,210,95,strict
0,1,Downtown,42.36109379,-71.06244079,Apartment,Entire home/apt,4,1,0,2,Real Bed,17,2,20,2,78,343,89,strict
0,0,Downtown,42.35059403,-71.06534689,Apartment,Shared room,1,1,1,1,Pull-out Sofa,18,1,0,1,0,0,,moderate
0,0,Downtown,42.35158287,-71.06534601,Apartment,Private room,1,1,1,1,Real Bed,13,1,0,1,1,0,100,moderate
0,1,Downtown,42.35926316,-71.05291766,Apartment,Private room,4,1,1,1,Real Bed,23,1,0,1,3,6,100,flexible
0,0,Downtown,42.35515467,-71.06143072,Apartment,Private room,5,1,1,2,Real Bed,13,1,50,1,15,65,100,moderate
0,1,Downtown,42.36466758,-71.06108001,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict
0,1,Downtown,42.36425276,-71.05958575,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict
0,1,Downtown,42.36434318,-71.0607718,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict
0,1,Downtown,42.3555187,-71.06152796,Apartment,Shared room,2,1,1,1,Airbed,18,1,30,1,45,319,95,strict
0,1,Downtown,42.36471355,-71.06062808,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict
0,1,Downtown,42.35207,-71.06294914,Apartment,Entire home/apt,5,2,2,2,Real Bed,20,1,0,2,0,0,,strict
0,1,Downtown,42.35653308,-71.05577699,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,2,100,1,14,48,99,strict
0,1,Downtown,42.35229392,-71.06271604,Apartment,Entire home/apt,5,2,2,2,Real Bed,20,1,0,2,0,0,,strict
0,0,Downtown,42.35192217,-71.06567999,Apartment,Private room,1,1,1,1,Real Bed,19,1,35,1,27,172,85,moderate
0,1,Downtown,42.351473,-71.06345474,Apartment,Entire home/apt,5,2,2,2,Real Bed,20,1,0,2,0,0,,strict
0,1,Fenway,42.34648893,-71.09214601,Apartment,Private room,2,1,1,1,Real Bed,3,1,10,90,2,1,,flexible
0,0,Fenway,42.34324137,-71.08678333,Apartment,Private room,1,1,1,,Real Bed,8,1,0,1,0,0,,flexible
0,0,Fenway,42.3448573,-71.08806211,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,2,0,0,,flexible
0,0,Fenway,42.34684955,-71.10337259,Apartment,Private room,1,1,1,1,Real Bed,15,2,15,1,2,8,80,strict
0,0,Fenway,42.34058426,-71.09941364,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,1,0,1,0,0,,flexible
0,0,Fenway,42.34206297,-71.09752655,Apartment,Private room,2,1,1,1,Real Bed,14,1,15,2,12,207,89,moderate
0,1,Fenway,42.34238757,-71.09725114,Apartment,Private room,2,1,1,1,Real Bed,21,1,25,1,46,2198,97,strict
0,1,Fenway,42.34621457,-71.09372009,Apartment,Entire home/apt,4,1,0,1,Real Bed,15,1,0,1,184,713,76,flexible
0,0,Fenway,42.34715285,-71.09299047,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,2,25,1,64,620,84,strict
0,1,Fenway,42.34585846,-71.08958271,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,5,9,100,flexible
0,1,Fenway,42.35009466,-71.10681798,Apartment,Private room,1,1,1,1,Futon,13,1,0,1,2,2,100,strict
0,1,Fenway,42.34727284,-71.09473095,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,1,0,1,1,0,,flexible
0,1,Fenway,42.34772634,-71.09394752,Apartment,Entire home/apt,4,1,1,1,Real Bed,12,1,0,1,252,1049,78,flexible
0,1,Fenway,42.34092081,-71.09715098,Apartment,Entire home/apt,1,1,0,1,Real Bed,10,1,0,3,1,0,80,flexible
0,1,Fenway,42.34590449,-71.10469067,Apartment,Entire home/apt,4,1,1,2,Real Bed,23,2,10,1,38,151,95,strict
0,1,Fenway,42.34570558,-71.08952424,Apartment,Private room,2,1,1,1,Real Bed,16,1,25,7,11,153,89,moderate
0,1,Fenway,42.34184082,-71.10138027,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,1,0,2,14,383,97,flexible
0,0,Fenway,42.33985736,-71.09382787,Apartment,Private room,1,1,1,1,Real Bed,15,1,10,1,91,462,77,moderate
0,1,Fenway,42.3412836,-71.08567289,Apartment,Private room,2,1,1,1,Real Bed,11,1,15,2,6,76,100,strict
0,0,Fenway,42.35033914,-71.10117366,Apartment,Entire home/apt,3,1,1,2,Real Bed,14,3,0,3,10,45,94,strict
0,0,Fenway,42.35060093,-71.09475061,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,1,0,2,58,443,95,strict
0,1,Fenway,42.34171903,-71.08889492,Apartment,Private room,1,1,1,1,Real Bed,9,1,0,1,7,71,89,flexible
0,1,Fenway,42.3458175,-71.08757335,Apartment,Private room,1,1,1,1,Real Bed,15,1,0,1,6,12,93,flexible
0,0,Fenway,42.34496493,-71.09922517,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,1,0,2,0,0,,flexible
0,1,Fenway,42.34174883,-71.09203402,Apartment,Private room,2,1,1,1,Real Bed,16,1,0,2,0,0,,flexible
0,0,Fenway,42.35108171,-71.09030969,Condominium,Private room,3,2,1,1,Real Bed,14,1,50,14,0,0,,flexible
0,1,Fenway,42.34483908,-71.0893548,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,1,70,1,29,494,97,moderate
0,1,Fenway,42.34690896,-71.10492805,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,1,0,1,6,45,87,flexible
0,0,Fenway,42.34323691,-71.09650008,Apartment,Private room,2,1,1,2,Real Bed,11,2,19,2,32,198,83,flexible
0,1,Fenway,42.34273794,-71.08843143,Apartment,Private room,1,1,1,1,Real Bed,14,1,0,1,0,0,,strict
0,1,Fenway,42.34642038,-71.09368977,Apartment,Private room,2,1,1,2,Real Bed,14,1,25,1,3,84,80,moderate
0,1,Fenway,42.35069033,-71.09782767,Apartment,Private room,2,1,1,1,Real Bed,10,1,0,6,0,0,,flexible
0,0,Fenway,42.34335156,-71.08897083,Apartment,Entire home/apt,3,1,1,1,Real Bed,12,1,0,1,3,9,100,flexible
0,0,Fenway,42.34108603,-71.08825202,Apartment,Private room,1,1,1,1,Real Bed,16,1,0,1,0,0,,flexible
0,0,Fenway,42.3442775,-71.09506496,Apartment,Private room,2,1,1,1,Real Bed,12,2,25,2,20,65,79,flexible
0,1,Fenway,42.34423914,-71.08935569,Apartment,Private room,2,1,1,1,Real Bed,23,2,10,1,0,0,,flexible
0,1,Fenway,42.34157934,-71.08740605,Apartment,Entire home/apt,4,2,2,2,Real Bed,11,1,0,1,1,0,100,flexible
0,0,Fenway,42.34768322,-71.10663698,Apartment,Private room,1,3,1,1,Real Bed,9,1,0,1,0,0,,flexible
0,1,Fenway,42.34462658,-71.0949079,Apartment,Shared room,2,1,1,1,Pull-out Sofa,21,0,0,1,10,119,90,moderate
0,1,Fenway,42.34712941,-71.0944416,Apartment,Entire home/apt,4,1,1,2,Real Bed,9,2,15,1,8,46,80,moderate
0,1,Fenway,42.34400981,-71.08808873,Apartment,Private room,2,1,1,1,Real Bed,12,1,40,6,7,385,93,flexible
0,0,Fenway,42.34275721,-71.09012123,Apartment,Shared room,1,1,1,1,Airbed,13,1,0,1,37,471,85,strict
0,0,Fenway,42.34066597,-71.10010513,Apartment,Shared room,2,1,1,1,Real Bed,14,1,30,1,18,73,96,flexible
0,1,Fenway,42.34106025,-71.09831038,Apartment,Private room,3,1,1,1,Airbed,14,2,0,1,2,5,90,flexible
0,0,Fenway,42.3472229,-71.09578632,Apartment,Private room,1,1,1,1,Real Bed,7,1,0,2,2,3,100,flexible
0,0,Fenway,42.34753064,-71.1035312,Apartment,Entire home/apt,2,1,0,1,Real Bed,10,1,0,1,2,7,90,flexible
0,0,Fenway,42.34201032,-71.08726559,House,Private room,3,1,1,1,Real Bed,13,2,20,1,36,1192,90,moderate
0,1,Fenway,42.34626443,-71.10295985,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,3,80,100,flexible
0,1,Fenway,42.34978248,-71.09596832,Apartment,Private room,1,1,1,1,Real Bed,17,1,0,25,0,0,,strict
0,0,Fenway,42.34914402,-71.09830533,Apartment,Private room,1,1,1,1,Real Bed,9,1,0,10,1,0,60,flexible
0,1,Fenway,42.34213953,-71.08841372,Apartment,Private room,1,1,1,1,Real Bed,13,1,0,1,1,0,100,flexible
0,1,Fenway,42.34116407,-71.09026447,Apartment,Private room,2,1,1,1,Real Bed,10,1,0,1,4,381,70,flexible
0,1,Fenway,42.34240978,-71.0867002,Apartment,Private room,2,2,1,1,Real Bed,17,1,10,1,2,6,90,flexible
0,0,Fenway,42.34525922,-71.08827635,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,1,20,62,79,moderate
0,1,Fenway,42.34525254,-71.10416801,Apartment,Entire home/apt,3,1,1,2,Real Bed,12,1,0,2,4,269,87,strict
0,0,Fenway,42.34338854,-71.08832041,Apartment,Private room,1,0.5,1,1,Real Bed,20,1,0,1,2,25,80,flexible
0,0,Fenway,42.34823296,-71.09454744,Apartment,Private room,2,1,1,2,Real Bed,10,1,0,1,0,0,,strict
0,0,Fenway,42.34685807,-71.09509332,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,1,0,1,3,85,93,flexible
0,1,Fenway,42.34645628,-71.10415928,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,0,1,11,52,100,moderate
0,1,Fenway,42.3461285,-71.10656394,Apartment,Entire home/apt,1,1,0,1,Real Bed,10,1,30,1,0,0,,moderate
0,0,Fenway,42.34692069,-71.09449196,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,1,0,0,,flexible
0,0,Fenway,42.34480027,-71.10109307,Apartment,Shared room,1,1,1,1,Couch,15,1,0,2,0,0,,flexible
0,1,Fenway,42.34959038,-71.09855937,Apartment,Entire home/apt,3,1,1,2,Real Bed,10,1,0,2,0,0,,flexible
0,1,Fenway,42.34086102,-71.08828864,Apartment,Entire home/apt,3,1,0,1,Real Bed,14,1,0,3,32,474,95,strict
0,1,Fenway,42.34464189,-71.09898536,Apartment,Private room,2,1,1,1,Real Bed,17,1,0,2,1,0,100,flexible
0,1,Fenway,42.34598002,-71.08883881,Apartment,Shared room,2,1,1,2,Pull-out Sofa,16,2,50,1,3,7,93,strict
0,1,Fenway,42.34326408,-71.09091151,Apartment,Private room,1,1,1,1,Real Bed,14,1,30,2,5,310,100,flexible
0,1,Fenway,42.34569074,-71.09326627,Apartment,Entire home/apt,3,1,0,1,Real Bed,18,1,0,1,71,333,79,flexible
0,1,Fenway,42.34356436,-71.08623344,Apartment,Private room,1,1,1,2,Real Bed,12,1,0,1,5,415,85,flexible
0,0,Fenway,42.34808231,-71.10160119,Apartment,Private room,1,1,1,1,Pull-out Sofa,14,1,0,1,2,69,100,flexible
0,0,Fenway,42.35076325,-71.09525948,Apartment,Private room,2,1,1,1,Real Bed,9,1,0,2,1,0,,flexible
0,1,Fenway,42.34532141,-71.0874855,Apartment,Private room,1,1,1,1,Real Bed,12,1,0,2,4,30,90,flexible
0,0,Fenway,42.34403683,-71.09470793,Apartment,Private room,2,1,1,1,Real Bed,10,2,10,1,1,0,100,moderate
0,0,Fenway,42.35047938,-71.09375667,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,1,0,2,8,195,80,strict
0,0,Fenway,42.34453696,-71.08720445,Apartment,Private room,4,1,1,2,Real Bed,20,2,40,1,0,0,,flexible
0,0,Fenway,42.34214387,-71.09875681,Apartment,Entire home/apt,4,1,1,2,Real Bed,15,1,20,1,0,0,,flexible
0,1,Fenway,42.3437118,-71.08925539,Apartment,Private room,1,1,1,1,Real Bed,5,1,0,1,0,0,,flexible
0,0,Fenway,42.34263185,-71.08757802,Apartment,Private room,2,1,1,1,Real Bed,11,1,0,1,0,0,,flexible
0,1,Fenway,42.3473588,-71.09440392,Apartment,Shared room,1,1,1,1,Real Bed,18,1,15,1,8,44,80,flexible
0,1,Fenway,42.34766793,-71.08939147,Apartment,Private room,3,1,1,1,Real Bed,9,1,15,1,34,181,87,moderate
0,1,Fenway,42.35110882,-71.08965359,Apartment,Entire home/apt,7,1,2,3,Real Bed,16,3,50,1,38,314,88,strict
0,0,Fenway,42.34211255,-71.09540607,Apartment,Private room,1,1,1,1,Real Bed,16,1,50,1,3,26,100,strict
0,1,Fenway,42.34412911,-71.09050917,Apartment,Private room,1,1.5,1,1,Real Bed,12,1,0,14,2,54,100,moderate
0,1,Fenway,42.34205737,-71.08633371,Apartment,Private room,2,1,1,1,Real Bed,15,1,25,1,54,430,88,strict
0,1,Fenway,42.34213597,-71.09009916,Apartment,Private room,1,1.5,1,1,Real Bed,11,1,0,14,2,30,100,strict
0,1,Fenway,42.34299689,-71.09949188,Apartment,Private room,2,1,1,1,Real Bed,13,1,0,1,11,46,89,strict
0,0,Fenway,42.34629723,-71.1040442,Apartment,Private room,2,1,1,1,Real Bed,15,2,15,1,0,0,,strict
0,0,Fenway,42.34626814,-71.10431989,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,1,0,3,10,145,94,flexible
0,0,Fenway,42.34585356,-71.10363227,Apartment,Private room,1,1,1,1,Real Bed,13,1,0,1,0,0,,flexible
0,1,Fenway,42.34517107,-71.08795228,Apartment,Private room,2,1,1,1,Real Bed,18,1,25,7,2,6,100,strict
0,1,Fenway,42.34234047,-71.09100957,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,1,20,1,20,172,89,flexible
0,1,Fenway,42.35023416,-71.09295487,Apartment,Entire home/apt,3,1,0,1,Real Bed,11,1,0,3,38,673,76,strict
0,0,Fenway,42.34615601,-71.09251528,Apartment,Shared room,1,1,1,1,Real Bed,13,1,0,1,0,0,,flexible
0,0,Fenway,42.34372157,-71.08912359,Apartment,Private room,2,1,1,1,Real Bed,12,1,35,1,20,127,83,strict
0,1,Fenway,42.34191819,-71.09001377,Apartment,Private room,2,1.5,1,1,Real Bed,16,2,0,1,1,0,100,moderate
0,1,Fenway,42.34270307,-71.09623777,Apartment,Entire home/apt,3,1,0,2,Real Bed,10,1,25,2,43,842,85,strict
0,1,Fenway,42.34148305,-71.08952026,Apartment,Private room,1,1,1,1,Real Bed,20,1,0,1,1,0,,flexible
1,1,Fenway,42.34452373,-71.0868372,Apartment,Shared room,1,1,1,1,Couch,16,1,0,4,41,1826,98,moderate
0,1,Brighton,42.35508797,-71.16241976,House,Private room,2,1.5,1,1,Real Bed,16,1,0,1,125,815,94,strict
1,1,Brighton,42.35288121,-71.15818307,Apartment,Private room,2,1,1,1,Real Bed,14,1,0,1,93,748,96,moderate
0,1,Brighton,42.35903477,-71.14167269,Apartment,Private room,2,3,1,1,Real Bed,16,1,20,2,19,351,98,strict
1,1,Brighton,42.33879655,-71.14797601,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,3,8,74,100,moderate
0,1,Brighton,42.34205905,-71.1439577,Apartment,Private room,2,1,1,1,Real Bed,21,1,15,1,0,0,,flexible
0,1,Brighton,42.34536599,-71.13987118,Apartment,Private room,2,1,1,1,Real Bed,11,1,0,1,178,808,92,flexible
0,1,Brighton,42.34795559,-71.1551961,Apartment,Private room,2,1,1,1,Real Bed,20,1,45,1,26,427,93,moderate
0,0,Brighton,42.34804798,-71.14149519,Apartment,Private room,2,1,1,1,Real Bed,12,1,0,15,0,0,,strict
0,0,Brighton,42.34482361,-71.14139238,Apartment,Shared room,1,1,1,1,Couch,14,1,0,1,8,22,73,flexible
0,1,Brighton,42.35857295,-71.14060081,House,Private room,2,1,1,1,Real Bed,15,1,20,2,4,311,95,strict
0,1,Brighton,42.3443612,-71.16707734,Apartment,Private room,2,1,1,1,Real Bed,18,2,50,1,6,19,97,strict
0,0,Brighton,42.34078723,-71.15366857,Apartment,Private room,2,1,1,1,Real Bed,16,1,0,1,0,0,,flexible
0,1,Brighton,42.34053064,-71.15220952,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,2,10,1,0,0,,strict
0,0,Brighton,42.34011035,-71.14959063,Apartment,Private room,2,1,1,1,Real Bed,12,1,15,1,0,0,,flexible
0,1,Brighton,42.35602509,-71.13878861,House,Private room,1,1.5,1,1,Real Bed,14,1,0,1,3,124,100,strict
0,0,Brighton,42.33678477,-71.15237496,Apartment,Entire home/apt,2,1,0,1,Real Bed,6,1,0,1,4,248,100,flexible
0,0,Brighton,42.34527069,-71.1382725,Apartment,Private room,2,1,1,1,Real Bed,4,1,0,1,12,127,95,moderate
0,1,Brighton,42.35940978,-71.14319145,Apartment,Private room,2,1,1,1,Real Bed,14,2,10,1,10,54,96,flexible
0,0,Brighton,42.34552302,-71.13810824,Apartment,Private room,2,1,1,1,Real Bed,11,1,0,1,8,67,90,flexible
0,0,Brighton,42.33689432,-71.15079044,Apartment,Private room,2,1,1,2,Real Bed,20,1,20,1,4,72,60,moderate
1,1,Brighton,42.35824517,-71.15306801,House,Shared room,1,1.5,1,1,Real Bed,14,1,0,2,33,354,97,moderate
0,0,Brighton,42.35029371,-71.14726364,Apartment,Private room,2,1,1,1,Real Bed,12,0,0,10,1,0,80,flexible
1,1,Brighton,42.35111442,-71.17045211,Apartment,Entire home/apt,2,1,2,1,Real Bed,16,1,35,1,0,0,,strict
0,1,Brighton,42.34977528,-71.17085031,Townhouse,Private room,2,2.5,1,1,Real Bed,12,1,0,1,0,0,,flexible
0,1,Brighton,42.34228685,-71.15515688,Apartment,Entire home/apt,4,1,1,2,Real Bed,19,1,0,2,10,313,84,strict
0,1,Brighton,42.35602451,-71.14814079,Apartment,Entire home/apt,4,1,1,1,Real Bed,24,3,20,2,11,89,95,moderate
0,1,Brighton,42.35135163,-71.16858777,House,Private room,4,1.5,1,2,Real Bed,20,2,25,3,3,20,93,moderate
