host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy
1,1,Jamaica Plain,42.30725436,-71.11424734,Condominium,Entire home/apt,4,1,2,2,Real Bed,23,2,0,3,18,679,99,moderate
1,1,Jamaica Plain,42.31850121,-71.11451134,Apartment,Entire home/apt,8,2,4,4,Real Bed,17,4,0,2,12,455,95,strict
1,1,Jamaica Plain,42.31263932,-71.10927886,House,Entire home/apt,6,2,2,4,Real Bed,22,1,20,1,3,78,93,strict
0,1,Jamaica Plain,42.32173185,-71.11186968,Apartment,Shared room,3,1,1,2,Real Bed,13,1,0,1,3,29,80,flexible
0,0,Jamaica Plain,42.30595039,-71.10489325,Apartment,Entire home/apt,6,1,2,3,Real Bed,16,4,25,2,14,104,94,strict
1,1,Jamaica Plain,42.31967562,-71.10497281,House,Entire home/apt,5,1.5,2,4,Real Bed,22,5,15,21,1,0,100,strict
0,1,Jamaica Plain,42.31403582,-71.10777893,Apartment,Entire home/apt,3,2,2,2,Real Bed,15,0,0,2,7,613,100,moderate
0,1,Jamaica Plain,42.31175862,-71.11183649,House,Entire home/apt,4,2,2,3,Real Bed,17,1,0,7,0,0,,moderate
0,1,Jamaica Plain,42.30956049,-71.1034218,Apartment,Entire home/apt,6,1,3,2,Real Bed,16,1,0,2,6,220,90,strict
0,1,Jamaica Plain,42.31589871,-71.10745634,House,Entire home/apt,5,1.5,3,4,Real Bed,20,1,0,7,3,61,100,strict
0,1,Jamaica Plain,42.30814199,-71.11793665,House,Entire home/apt,2,1,1,1,Real Bed,18,2,0,2,7,382,100,strict
0,1,Jamaica Plain,42.31121242,-71.11191179,Condominium,Entire home/apt,3,2,1,1,Real Bed,17,2,20,2,2,20,100,flexible
0,1,Jamaica Plain,42.31968622,-71.11205827,Condominium,Entire home/apt,4,1,2,2,Real Bed,11,1,0,1,0,0,,flexible
0,0,Jamaica Plain,42.31063085,-71.11184355,House,Entire home/apt,2,1,1,1,Real Bed,16,2,45,2,15,315,83,flexible
0,1,Jamaica Plain,42.31005425,-71.10711519,Apartment,Entire home/apt,6,2,2,2,Real Bed,23,4,10,2,2,69,90,flexible
0,1,Jamaica Plain,42.30692772,-71.10789386,Loft,Entire home/apt,4,1,2,4,Real Bed,11,4,60,3,17,728,96,moderate
0,1,Mission Hill,42.33285419,-71.10123472,Apartment,Entire home/apt,4,1,2,2,Real Bed,12,1,0,30,0,0,,super_strict_30
0,1,Mission Hill,42.33529603,-71.10146237,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,1,0,3,0,0,,super_strict_30
0,1,Mission Hill,42.33376386,-71.10079694,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,5,2,4,22,90,moderate
0,1,Mission Hill,42.33220057,-71.10172331,Condominium,Private room,5,1,1,5,Real Bed,20,4,20,3,13,1100,83,moderate
0,1,Mission Hill,42.33258807,-71.10068446,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,1,0,30,1,0,87,super_strict_30
0,1,Mission Hill,42.3346777,-71.10251314,Apartment,Entire home/apt,4,1,2,2,Real Bed,10,1,0,30,2,159,96,super_strict_30
0,1,Mission Hill,42.33497264,-71.09995701,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,3,0,0,,strict
0,1,Mission Hill,42.33085068,-71.09655382,Apartment,Entire home/apt,6,2,3,3,Real Bed,16,2,5,3,28,442,95,strict
0,1,Mission Hill,42.33408108,-71.10377646,Apartment,Entire home/apt,3,1,1,1,Real Bed,14,2,35,1,5,19,88,moderate
0,1,Mission Hill,42.32741025,-71.09931469,Apartment,Entire home/apt,7,1,2,3,Real Bed,21,4,0,2,31,1161,84,strict
0,1,Mission Hill,42.33517884,-71.10149179,Apartment,Entire home/apt,3,1,1,1,Real Bed,14,1,0,3,0,0,,strict
0,1,Mission Hill,42.33515914,-71.1003246,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,3,0,0,,strict
0,1,Mission Hill,42.33061298,-71.11184625,Apartment,Entire home/apt,12,2,4,7,Real Bed,13,8,49,15,0,0,,strict
0,1,Mission Hill,42.33269248,-71.1015238,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,1,0,2,8,65,90,moderate
0,0,Mission Hill,42.33309367,-71.10820556,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,1,0,2,3,61,93,strict
0,1,Mission Hill,42.33336457,-71.0999922,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,1,0,3,0,0,,strict
0,1,Mission Hill,42.33163113,-71.09588698,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,1,18,1,73,559,91,strict
0,1,Mission Hill,42.33388414,-71.10040465,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,5,1,0,40,strict
0,0,Mission Hill,42.32907475,-71.10342383,Apartment,Entire home/apt,5,1,2,4,Real Bed,14,1,0,5,7,76,86,flexible
0,1,Mission Hill,42.33483333,-71.10146656,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,3,0,0,,strict
0,1,Mission Hill,42.33384311,-71.1018177,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,3,0,0,,strict
0,1,Mission Hill,42.33291209,-71.10243171,Apartment,Entire home/apt,5,2,2,2,Real Bed,17,1,0,20,0,0,,strict
0,1,Mission Hill,42.32849574,-71.10903339,Loft,Entire home/apt,4,2,2,3,Real Bed,26,3,17,5,1,0,,moderate
0,1,Mission Hill,42.33402886,-71.10193052,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,3,2,94,80,strict
0,1,Mission Hill,42.33282354,-71.10280316,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,20,0,0,,strict
0,0,Mission Hill,42.32935032,-71.10389405,Apartment,Entire home/apt,4,1,2,2,Real Bed,9,1,0,1,10,69,74,flexible
0,1,Mission Hill,42.32726918,-71.09800593,Loft,Entire home/apt,4,1,2,1,Real Bed,24,2,20,4,1,0,100,moderate
0,1,Mission Hill,42.33404488,-71.10287797,Apartment,Entire home/apt,5,1,2,3,Real Bed,20,1,0,3,1,0,100,moderate
0,1,Mission Hill,42.33316485,-71.10132466,Apartment,Entire home/apt,3,1,1,2,Real Bed,20,1,0,3,0,0,,moderate
0,1,Mission Hill,42.3335418,-71.10146831,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,13,1,0,3,0,0,,super_strict_30
0,1,Mission Hill,42.33347418,-71.10016481,Apartment,Entire home/apt,4,1,1,2,Real Bed,22,1,0,3,1,0,20,moderate
0,0,Mission Hill,42.33008157,-71.10310101,Apartment,Entire home/apt,4,1,2,3,Real Bed,13,1,0,1,7,53,48,flexible
0,0,Mission Hill,42.3337525,-71.10654012,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,1,20,2,0,0,,moderate
0,1,Mission Hill,42.33370382,-71.10145426,Apartment,Entire home/apt,3,1,1,2,Real Bed,22,1,0,3,2,99,100,moderate
0,0,Bay Village,42.34930062,-71.06897967,Apartment,Entire home/apt,4,1,1,1,Real Bed,19,1,0,1,19,496,92,strict
0,0,Bay Village,42.34850866,-71.0692901,Guesthouse,Entire home/apt,4,1,2,2,Real Bed,18,1,0,3,1,0,100,strict
0,1,Bay Village,42.34931995,-71.06682139,Condominium,Entire home/apt,4,1,0,2,Real Bed,14,2,15,2,0,0,,strict
0,1,Bay Village,42.34918044,-71.06874937,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,1,0,10,0,0,,moderate
0,0,Bay Village,42.34925133,-71.06899058,Apartment,Entire home/apt,4,1,1,1,Real Bed,8,1,0,1,38,652,88,flexible
0,1,Bay Village,42.34873143,-71.06831684,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,1,0,1,1,0,100,flexible
0,0,Bay Village,42.34847511,-71.07040673,Apartment,Entire home/apt,6,1,2,2,Real Bed,0,1,0,1,13,560,86,flexible
0,0,Bay Village,42.34839952,-71.06802704,Apartment,Entire home/apt,4,2,2,2,Real Bed,15,3,100,1,5,87,95,strict
0,1,Bay Village,42.34889358,-71.06849711,Apartment,Entire home/apt,3,1,1,2,Real Bed,15,1,0,3,14,80,97,moderate
0,1,Bay Village,42.34900385,-71.06887726,Apartment,Entire home/apt,4,1.5,3,2,Real Bed,17,1,0,3,0,0,,strict
0,0,Bay Village,42.35001666,-71.06773808,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,45,1,0,0,,strict
0,0,Bay Village,42.35046584,-71.06709323,House,Entire home/apt,4,1,2,2,Real Bed,16,1,0,3,0,0,,strict
0,1,Bay Village,42.34922068,-71.06691408,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,1,0,2,11,322,96,strict
0,1,Leather District,42.35041683,-71.0578945,Apartment,Private room,2,1,1,2,Real Bed,13,1,0,1,0,0,,moderate
0,1,Leather District,42.35132195,-71.05765499,Condominium,Entire home/apt,4,1,2,3,Real Bed,22,4,150,1,30,678,95,moderate
1,1,Leather District,42.35144812,-71.05866959,Apartment,Private room,2,1,1,1,Real Bed,18,2,0,1,37,295,100,flexible
1,1,Leather District,42.35125052,-71.05893025,Condominium,Entire home/apt,4,2,2,2,Real Bed,20,4,40,1,0,0,,moderate
0,1,Leather District,42.35176573,-71.05704918,Condominium,Entire home/apt,2,1,1,1,Real Bed,13,3,30,2,2,36,100,moderate
0,1,Chinatown,42.35194005,-71.06007651,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,1,0,7,1,0,100,super_strict_30
0,1,Chinatown,42.35192902,-71.05950779,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,15,1,0,100,flexible
0,1,Chinatown,42.35198197,-71.05960861,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,1,0,7,0,0,,super_strict_30
0,1,Chinatown,42.35121466,-71.05937481,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,15,0,0,,strict
0,1,Chinatown,42.34867607,-71.06124333,Apartment,Entire home/apt,4,1,2,3,Real Bed,15,3,30,3,33,706,86,strict
0,1,Chinatown,42.35126667,-71.06190274,Loft,Entire home/apt,4,1,2,2,Real Bed,19,2,10,3,3,81,93,strict
0,1,Chinatown,42.34898804,-71.06049315,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,25,3,36,678,91,strict
0,1,Chinatown,42.35124444,-71.06197822,Loft,Entire home/apt,4,1,2,2,Real Bed,17,2,10,3,1,0,100,strict
0,1,Chinatown,42.3481647,-71.05974391,Apartment,Entire home/apt,4,1,2,3,Real Bed,15,3,25,3,30,696,85,strict
0,1,Chinatown,42.35163838,-71.06214807,Apartment,Entire home/apt,5,2,2,3,Real Bed,23,1,0,3,22,847,92,moderate
0,1,Chinatown,42.34754059,-71.06021713,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,4,15,2,0,0,,strict
0,1,Chinatown,42.34889347,-71.05996426,Apartment,Entire home/apt,8,2,4,6,Real Bed,16,3,40,4,8,698,95,strict
0,0,Chinatown,42.35067613,-71.06137718,Apartment,Entire home/apt,4,1,1,2,Real Bed,24,2,10,4,0,0,,strict
0,1,Chinatown,42.35152667,-71.06000351,Apartment,Entire home/apt,5,2,2,3,Real Bed,20,1,0,15,2,53,100,moderate
0,0,Chinatown,42.35055216,-71.06168614,Apartment,Entire home/apt,6,1,2,2,Real Bed,23,4,20,1,55,288,95,moderate
0,1,Chinatown,42.35114556,-71.05989022,Apartment,Entire home/apt,3,1,1,1,Real Bed,20,1,0,15,2,27,100,strict
0,1,Chinatown,42.34961171,-71.06062286,Apartment,Entire home/apt,4,1,2,2,Real Bed,15,4,15,2,0,0,,strict
0,1,Chinatown,42.35171502,-71.05971001,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,1,0,15,1,0,100,strict
1,1,Chinatown,42.34955504,-71.06188093,Apartment,Private room,2,2,1,1,Real Bed,20,1,0,1,80,363,98,strict
0,1,Chinatown,42.35241722,-71.06161905,Apartment,Entire home/apt,5,2,2,2,Real Bed,19,1,0,3,1,0,80,strict
0,1,Chinatown,42.34882974,-71.05990613,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,1,0,7,0,0,,flexible
0,1,Chinatown,42.34939321,-71.06263704,Condominium,Entire home/apt,8,1,3,4,Real Bed,22,2,25,1,57,402,86,strict
0,1,Chinatown,42.35008236,-71.05978021,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,2,20,3,33,691,97,strict
0,1,Chinatown,42.35219725,-71.0619951,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,1,0,3,4,861,90,super_strict_30
0,1,Chinatown,42.35080071,-71.06169059,Apartment,Entire home/apt,5,2,2,2,Real Bed,19,1,0,2,0,0,,strict
0,1,Chinatown,42.35227738,-71.06168847,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,0,0,,strict
0,1,Chinatown,42.35231485,-71.06153922,Apartment,Private room,2,1,1,1,Real Bed,27,1,0,2,4,24,100,moderate
0,1,Chinatown,42.35160596,-71.06154627,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,1,0,80,strict
0,1,Chinatown,42.35064189,-71.06291038,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,0,0,,strict
0,1,Chinatown,42.3513419,-71.06049158,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,15,0,0,,strict
1,1,Chinatown,42.34748332,-71.06079649,Apartment,Entire home/apt,4,2,2,2,Real Bed,21,2,20,1,3,102,100,strict
0,1,Chinatown,42.35042528,-71.05969261,Apartment,Entire home/apt,5,2,2,3,Real Bed,17,1,0,7,0,0,,moderate
0,1,Chinatown,42.35077142,-71.060726,Apartment,Entire home/apt,3,1,0,1,Real Bed,16,1,0,15,0,0,,flexible
0,1,Chinatown,42.35132189,-71.06269214,Apartment,Entire home/apt,5,2,2,2,Real Bed,18,1,0,3,0,0,,strict
